id;name;price;capacity;price_per_gb;type;cache;form_factor;interface
5297;Intel 535;;180;;SSD;;2.5;SATA 6.0 Gb/s
5298;Intel 535;299;360;0.831;SSD;;2.5;SATA 6.0 Gb/s
5299;OCZ Radeon R7;;120;;SSD;;2.5;SATA 6.0 Gb/s
5300;OCZ Radeon R7;;240;;SSD;;2.5;SATA 6.0 Gb/s
5301;OCZ Radeon R7;;480;;SSD;;2.5;SATA 6.0 Gb/s
5302;PNY Optima;;120;;SSD;;2.5;SATA 6.0 Gb/s
5303;Kingston HyperX 3K;;240;;SSD;;2.5;SATA 6.0 Gb/s
5304;Toshiba MK1661GSYB;;160;;7200;16;3.5;SATA 3.0 Gb/s
5305;Hitachi Ultrastar 7K6000;;4000;;7200;128;3.5;SAS 12.0 Gb/s
5306;Seagate ST1000NX0363;;1000;;7200;128;2.5;SAS 12.0 Gb/s
5307;Seagate ST1000NX0373;71.23;1000;0.071;7200;128;2.5;SAS 12.0 Gb/s
5308;Seagate ST2000NX0323;;2000;;7200;128;2.5;SAS 12.0 Gb/s
5309;Seagate Enterprise NAS;;3000;;7200;128;3.5;SATA 6.0 Gb/s
5310;Hitachi Ultrastar 7K6000;;2000;;7200;128;3.5;SATA 6.0 Gb/s
5311;Hitachi Ultrastar He8;;6000;;7200;128;3.5;SATA 6.0 Gb/s
5312;Hitachi Ultrastar 7K6000;;2000;;7200;128;3.5;SAS 12.0 Gb/s
5313;Corsair Neutron XT;;240;;SSD;;2.5;SATA 6.0 Gb/s
5314;Toshiba PH3600U-1I72;;6000;;7200;128;3.5;SATA 6.0 Gb/s
5315;Hitachi Ultrastar SSD800MM;;400;;SSD;;2.5;SAS 12.0 Gb/s
5316;Intel SSDSC2BB080G601;;80;;SSD;;2.5;SATA 6.0 Gb/s
5317;Intel SSDSC2BB120G601;;120;;SSD;;2.5;SATA 6.0 Gb/s
5318;Intel SSDSC2BW480H6R5;;480;;SSD;;2.5;SATA 6.0 Gb/s
5319;Intel SSDSCKJW180H601;;180;;SSD;;M.2-2280;M.2 SATA
5320;Mushkin Atlas Vital;;120;;SSD;;M.2-2280;M.2 SATA
5321;Mushkin Atlas Vital;104.83;250;0.419;SSD;;M.2-2280;M.2 SATA
5322;Patriot Ignite;;240;;SSD;256;2.5;SATA 6.0 Gb/s
5323;PNY SSD7CS2111-960-RB;;960;;SSD;;2.5;SATA 6.0 Gb/s
5324;Silicon Power SSD Slim S60 Upgrade Kit;;120;;SSD;;2.5;SATA 6.0 Gb/s
5325;Silicon Power SSD Slim S60 Upgrade Kit;;240;;SSD;;2.5;SATA 6.0 Gb/s
5326;Silicon Power S60;;480;;SSD;;2.5;SATA 6.0 Gb/s
5327;VisionTek 900623-BUNDLE;;120;;SSD;;2.5;SATA 6.0 Gb/s
5328;Hitachi Travelstar Z5K320;;250;;5400;8;2.5;SATA 3.0 Gb/s
5329;Hitachi Ultrastar C10K900;;450;;10000;64;2.5;SAS 6.0 Gb/s
5330;ADATA Premier SP600NS34;;128;;SSD;;M.2-2242;M.2 SATA
5331;ADATA XPG SX930;229.27;120;1.911;SSD;;2.5;SATA 6.0 Gb/s
5332;ADATA XPG SX930;;240;;SSD;;2.5;SATA 6.0 Gb/s
5333;ADATA XPG SX930;;480;;SSD;;2.5;SATA 6.0 Gb/s
5334;G.Skill Phoenix FTL;;240;;SSD;;2.5;SATA 6.0 Gb/s
5335;Intel 535;;360;;SSD;;M.2-2280;M.2 SATA
5336;Mushkin Atlas Vital;;500;;SSD;;M.2-2280;M.2 SATA
5337;Patriot Blast;;960;;SSD;256;2.5;SATA 6.0 Gb/s
5338;Samsung SM951;;128;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5339;SanDisk Ultra II;;128;;SSD;;mSATA;mSATA
5340;SanDisk Ultra II;;512;;SSD;;mSATA;mSATA
5341;TEAMGROUP Dark L3;;240;;SSD;;2.5;SATA 6.0 Gb/s
5342;TEAMGROUP Ultra L5;;120;;SSD;;2.5;SATA 6.0 Gb/s
5343;TEAMGROUP Ultra L5;;240;;SSD;;2.5;SATA 6.0 Gb/s
5344;Transcend TS512GSSD370S;219.99;512;0.43;SSD;;2.5;SATA 6.0 Gb/s
5345;SanDisk Z400s;;32;;SSD;;mSATA;mSATA
5346;Seagate ST1200MM0158;;1200;;10000;128;2.5;SAS 12.0 Gb/s
5347;Hitachi Ultrastar C10K1800;;600;;10500;128;2.5;SAS 12.0 Gb/s
5348;Intel 730;;240;;SSD;;2.5;SATA 6.0 Gb/s
5349;Toshiba Q300 Pro;;128;;SSD;;2.5;SATA 6.0 Gb/s
5350;Seagate Enterprise NAS;;2000;;7200;128;3.5;SATA 6.0 Gb/s
5351;Eluktro Pro-X Performance;;128;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5352;Mushkin Atlas;;120;;SSD;;mSATA;mSATA
5353;Mushkin ECO2;;512;;SSD;;2.5;SATA 6.0 Gb/s
5354;Mushkin Atlas;;60;;SSD;;mSATA;mSATA
5355;Toshiba Q300 Pro;;512;;SSD;;2.5;SATA 6.0 Gb/s
5356;Hitachi Ultrastar Archive Ha10;;10000;;7200;256;3.5;SAS 6.0 Gb/s
5357;Hitachi Ultrastar Archive Ha10;;10000;;7200;256;3.5;SAS 6.0 Gb/s
5358;Hitachi Ultrastar Archive Ha10;;10000;;7200;256;3.5;SATA 6.0 Gb/s
5359;Hitachi Ultrastar Archive Ha10;;10000;;7200;256;3.5;SATA 6.0 Gb/s
5360;Hitachi Ultrastar Archive Ha10;;10000;;7200;256;3.5;SATA 6.0 Gb/s
5361;Hitachi Ultrastar Archive Ha10;;10000;;7200;256;3.5;SATA 6.0 Gb/s
5362;Hitachi Ultrastar Archive Ha10;;10000;;7200;256;3.5;SATA 6.0 Gb/s
5363;Hitachi Ultrastar Archive Ha10;;10000;;7200;256;3.5;SATA 6.0 Gb/s
5364;OCZ Trion 100;;240;;SSD;;2.5;SATA 6.0 Gb/s
5365;Toshiba L200;;500;;5400;8;2.5;SATA 3.0 Gb/s
5366;Toshiba L200;;1000;;5400;8;2.5;SATA 3.0 Gb/s
5367;Seagate Enterprise NAS;379;6000;0.063;7200;128;3.5;SATA 6.0 Gb/s
5368;Seagate ST6000VN0021;;6000;;7200;128;3.5;SATA 6.0 Gb/s
5369;Hitachi HDS723020ALA640;;2000;;7200;64;3.5;SATA 6.0 Gb/s
5370;Hitachi Ultrastar He8;;8000;;7200;128;3.5;SAS 12.0 Gb/s
5371;Seagate Momentus 5400.3;;40;;5400;8;2.5;PATA 44-Pin 100
5372;Kingston FURY;;240;;SSD;;2.5;SATA 6.0 Gb/s
5373;PNY CS2211;;960;;SSD;;2.5;SATA 6.0 Gb/s
5374;OCZ TRION 150;;120;;SSD;;2.5;SATA 6.0 Gb/s
5375;OCZ Vector 180;;480;;SSD;;2.5;SATA 6.0 Gb/s
5376;Patriot PBT120GS25SSDR;;120;;SSD;;2.5;SATA 6.0 Gb/s
5377;Intel 750;;1200;;SSD;;PCIe;PCIe x4
5378;SanDisk X400;;1000;;SSD;;M.2-2280;M.2 SATA
5379;MyDigitalSSD BP5e Slim 7;;128;;SSD;;2.5;SATA 6.0 Gb/s
5380;MyDigitalSSD BP5e Slim 7;;240;;SSD;;2.5;SATA 6.0 Gb/s
5381;MyDigitalSSD BP5e Slim 7;;1000;;SSD;;2.5;SATA 6.0 Gb/s
5382;Mushkin ECO3;;120;;SSD;128;2.5;SATA 6.0 Gb/s
5383;Mushkin ECO3;;240;;SSD;256;2.5;SATA 6.0 Gb/s
5384;Intel 540s;;1000;;SSD;;2.5;SATA 6.0 Gb/s
5385;Intel 540s;;120;;SSD;;2.5;SATA 6.0 Gb/s
5386;Intel 540s;;180;;SSD;;2.5;SATA 6.0 Gb/s
5387;Intel 540s;;240;;SSD;;2.5;SATA 6.0 Gb/s
5388;Intel 540s;;360;;SSD;;2.5;SATA 6.0 Gb/s
5389;Intel 540s;;480;;SSD;;2.5;SATA 6.0 Gb/s
5390;Zotac T500;;120;;SSD;256;2.5;SATA 6.0 Gb/s
5391;Silicon Power S70;;480;;SSD;;2.5;SATA 6.0 Gb/s
5392;Intel 540s;;120;;SSD;;2.5;SATA 6.0 Gb/s
5393;Intel 540s;;180;;SSD;;2.5;SATA 6.0 Gb/s
5394;Intel 540s;239.99;360;0.667;SSD;;2.5;SATA 6.0 Gb/s
5395;Patriot Torch LE;;960;;SSD;;2.5;SATA 6.0 Gb/s
5396;Patriot Torch LE;;480;;SSD;;2.5;SATA 6.0 Gb/s
5397;Patriot Torch LE;;240;;SSD;;2.5;SATA 6.0 Gb/s
5398;Patriot Torch LE;;120;;SSD;;2.5;SATA 6.0 Gb/s
5399;Plextor M7V;;256;;SSD;512;2.5;SATA 6.0 Gb/s
5400;Plextor M7V;;512;;SSD;768;2.5;SATA 6.0 Gb/s
5401;OCZ RD400;;128;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5402;MyDigitalSSD BP5e Slim 7;;480;;SSD;;2.5;SATA 6.0 Gb/s
5403;Intel 540s;159.99;180;0.889;SSD;;M.2-2280;M.2 SATA
5404;Intel 750;475;1200;0.396;SSD;;2.5;U.2
5405;Intel 750;265;400;0.662;SSD;;2.5;U.2
5406;Intel 750;359.97;800;0.45;SSD;;2.5;U.2
5407;Plextor M6V;;512;;SSD;512;2.5;SATA 6.0 Gb/s
5408;Plextor M6V;;256;;SSD;256;2.5;SATA 6.0 Gb/s
5409;Plextor M6V;;128;;SSD;128;2.5;SATA 6.0 Gb/s
5410;MyDigitalSSD 80mm BP5e;;240;;SSD;;M.2-2280;M.2 SATA
5411;MyDigitalSSD 80mm BP5e;;480;;SSD;;M.2-2280;M.2 SATA
5412;Corsair Neutron XTi;;240;;SSD;;2.5;SATA 6.0 Gb/s
5413;Avexir E100;;480;;SSD;;2.5;SATA 6.0 Gb/s
5414;Hitachi LYSB00TQ7YJ4G-ELECTRNCS;;2000;;7200;64;3.5;SATA 6.0 Gb/s
5415;Samsung SM961;;128;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5416;Plextor M8Pe;;128;;SSD;512;M.2-2280;M.2 PCIe 3.0 X4
5417;Plextor M8Pe;;128;;SSD;512;M.2-2280;M.2 PCIe 3.0 X4
5418;Plextor M8Pe;;256;;SSD;512;M.2-2280;M.2 PCIe 3.0 X4
5419;Plextor M8Pe;;512;;SSD;512;M.2-2280;M.2 PCIe 3.0 X4
5420;Plextor M8Pe;;512;;SSD;512;PCIe;PCIe x4
5421;Plextor M7V;;128;;SSD;256;M.2-2280;M.2 SATA
5422;Plextor M7V;;512;;SSD;1024;M.2-2280;M.2 SATA
5423;Mushkin TRIACTOR;;500;;SSD;;2.5;SATA 6.0 Gb/s
5424;Kingston Predator;;960;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5425;Toshiba VX500;;128;;SSD;;2.5;SATA 6.0 Gb/s
5426;Toshiba VX500;;512;;SSD;;2.5;SATA 6.0 Gb/s
5427;MyDigitalSSD BPX;;128;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5428;Intel Pro 5400s;170.05;120;1.417;SSD;;2.5;SATA 6.0 Gb/s
5429;Micron M600;;128;;SSD;;M.2-2260;M.2 SATA
5430;Hitachi Deskstar NAS;;8000;;7200;128;3.5;SATA 6.0 Gb/s
5431;ADATA XPG SX8000;;512;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5432;ADATA SU900;;256;;SSD;;2.5;SATA 6.0 Gb/s
5433;ADATA SU900;;512;;SSD;;2.5;SATA 6.0 Gb/s
5434;Patriot TORCH;;60;;SSD;;2.5;SATA 6.0 Gb/s
5435;Toshiba N300;;8000;;7200;128;3.5;SATA 6.0 Gb/s
5436;Intel Pro 6000p;;1000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5437;Hyundai Technology Cobalt;;120;;SSD;;2.5;SATA 6.0 Gb/s
5438;Hyundai Technology Cobalt;;240;;SSD;;2.5;SATA 6.0 Gb/s
5439;Hyundai Technology Sapphire;;960;;SSD;;2.5;SATA 6.0 Gb/s
5440;Drevo ES;;128;;SSD;;2.5;SATA 6.0 Gb/s
5441;Drevo ES;;256;;SSD;;2.5;SATA 6.0 Gb/s
5442;TEAMGROUP L3 EVO;;480;;SSD;;2.5;SATA 6.0 Gb/s
5443;Seagate Enterprise NAS;;8000;;7200;256;3.5;SATA 6.0 Gb/s
5444;Seagate Barracuda ES;45;250;0.18;7200;16;3.5;SATA 6.0 Gb/s
5445;Mushkin Triactor 3D;;1000;;SSD;;2.5;SATA 6.0 Gb/s
5446;Patriot Spark;;256;;SSD;;2.5;SATA 6.0 Gb/s
5447;Patriot Spark;;512;;SSD;;2.5;SATA 6.0 Gb/s
5448;Silicon Power SU256GBSS3A55S25AE;;256;;SSD;;2.5;SATA 6.0 Gb/s
5449;ADATA XPG SX950;;240;;SSD;;2.5;SATA 6.0 Gb/s
5450;ADATA XPG SX950;;480;;SSD;;2.5;SATA 6.0 Gb/s
5451;ADATA XPG SX7000;;512;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5452;PNY CS2030;;480;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5453;Addlink ad512GBS10S3;;512;;SSD;;2.5;SATA 6.0 Gb/s
5454;Western Digital Purple;220.3;8000;0.028;5400;128;3.5;SATA 6.0 Gb/s
5455;Hitachi Ultrastar;;900;;10500;128;2.5;SAS 12.0 Gb/s
5456;Hitachi HGST Ultrastar C10K1800 HUC101830CSS200 (0B28810) 300GB 10520 RPM;;300;;10500;128;2.5;SAS 12.0 Gb/s
5457;Hitachi Ultrastar;;2000;;7200;32;3.5;SATA 3.0 Gb/s
5458;Hitachi Ultrastar;225;6000;0.037;7200;128;3.5;SAS 12.0 Gb/s
5459;Hitachi Ultrastar;;4000;;7200;128;3.5;SAS 12.0 Gb/s
5460;Hitachi Ultrastar;;2000;;7200;128;3.5;SAS 12.0 Gb/s
5461;Hitachi 0F22941;175;4000;0.044;7200;128;3.5;SAS 12.0 Gb/s
5462;Hitachi Ultrastar;;2000;;7200;128;3.5;SAS 12.0 Gb/s
5463;Hitachi 0F23006;;4000;;7200;128;3.5;SAS 12.0 Gb/s
5464;Hitachi 0F23090;;4000;;7200;128;3.5;SAS 12.0 Gb/s
5465;Hitachi Ultrastar He8;952.56;6000;0.159;7200;128;3.5;SAS 12.0 Gb/s
5466;Hitachi Ultrastar He8;360.5;6000;0.06;7200;128;3.5;SAS 12.0 Gb/s
5467;Hitachi Ultra;;8000;;7200;128;3.5;SATA 6.0 Gb/s
5468;Hitachi 0F27406;129;8000;0.016;7200;256;3.5;SAS 12.0 Gb/s
5469;Hitachi Ultrastar He10;;8000;;7200;256;3.5;SAS 12.0 Gb/s
5470;Avexir S100;;120;;SSD;;2.5;SATA 6.0 Gb/s
5471;Avexir S100;;240;;SSD;;2.5;SATA 6.0 Gb/s
5472;Avexir S100;;480;;SSD;;2.5;SATA 6.0 Gb/s
5473;Avexir S100;;120;;SSD;;2.5;SATA 6.0 Gb/s
5474;Avexir S100;;240;;SSD;;2.5;SATA 6.0 Gb/s
5475;Avexir S100;;480;;SSD;;2.5;SATA 6.0 Gb/s
5476;Avexir S100;;120;;SSD;;2.5;SATA 6.0 Gb/s
5477;Avexir S100;;240;;SSD;;2.5;SATA 6.0 Gb/s
5478;Avexir S100;;480;;SSD;;2.5;SATA 6.0 Gb/s
5479;Avexir S100;;120;;SSD;;2.5;SATA 6.0 Gb/s
5480;Avexir S100;;240;;SSD;;2.5;SATA 6.0 Gb/s
5481;Avexir S100;;480;;SSD;;2.5;SATA 6.0 Gb/s
5482;Avexir S100;;120;;SSD;;2.5;SATA 6.0 Gb/s
5483;Avexir S100;;240;;SSD;;2.5;SATA 6.0 Gb/s
5484;Avexir S100;;480;;SSD;;2.5;SATA 6.0 Gb/s
5485;Corsair Force LE;;120;;SSD;;2.5;SATA 6.0 Gb/s
5486;Intel 540 Series;;120;;SSD;;2.5;SATA 6.0 Gb/s
5487;Plextor M9Pe;;512;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5488;Plextor M9Pe;;256;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5489;Plextor M9Pe;;1000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5490;Mushkin Source;;250;;SSD;;2.5;SATA 6.0 Gb/s
5491;TEAMGROUP P30;;480;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5492;Toshiba Q300;;960;;SSD;;2.5;SATA 6.0 Gb/s
5493;TEAMGROUP T-Force Delta RGB;;1000;;SSD;;2.5;SATA 6.0 Gb/s
5494;Toshiba P300;;3000;;7200;64;3.5;SATA 6.0 Gb/s
5495;VisionTek PRO;131.54;500;0.263;SSD;;M.2-2280;M.2 SATA
5496;VisionTek PRO;228.49;1000;0.228;SSD;;M.2-2280;M.2 SATA
5497;VisionTek PRO;;120;;SSD;;M.2-2280;M.2 SATA
5498;VisionTek PRO;;250;;SSD;;M.2-2280;M.2 SATA
5499;TEAMGROUP L5 LITE;;60;;SSD;;2.5;SATA 6.0 Gb/s
5500;Toshiba RC100;;240;;SSD;;M.2-2242;M.2 PCIe 3.0 X2
5501;Drevo X1 Pro;;1000;;SSD;;2.5;SATA 6.0 Gb/s
5502;Drevo X1 Pro;;128;;SSD;;2.5;SATA 6.0 Gb/s
5503;Mushkin PILOT;;120;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5504;ADATA XPG SX850;;256;;SSD;;2.5;SATA 6.0 Gb/s
5505;ADATA XPG SX850;;512;;SSD;;2.5;SATA 6.0 Gb/s
5506;MyDigitalSSD BPX Pro;;1920;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5507;MyDigitalSSD BPX Pro;;960;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5508;MyDigitalSSD BPX Pro;;480;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5509;MyDigitalSSD BPX Pro;;240;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5510;Toshiba N300;;4000;;7200;128;3.5;SATA 6.0 Gb/s
5511;Toshiba N300;;8000;;7200;128;3.5;SATA 6.0 Gb/s
5512;TEAMGROUP T-Force Delta Phantom Gaming RGB;;500;;SSD;;2.5;SATA 6.0 Gb/s
5513;Seagate Enterprise Capacity;;2000;;7200;128;3.5;SAS 12.0 Gb/s
5514;Seagate Enterprise Performance;93.99;300;0.313;10000;128;2.5;SAS 12.0 Gb/s
5515;Seagate Enterprise Capacity;;8000;;7200;256;3.5;SATA 6.0 Gb/s
5516;Seagate Enterprise Capacity;;2000;;7200;128;3.5;SATA 6.0 Gb/s
5517;Western Digital AV;27;320;0.084;5400;;2.5;SATA 6.0 Gb/s
5518;Seagate Enterprise Capacity;;6000;;7200;256;3.5;SAS 6.0 Gb/s
5519;Seagate Enterprise Capacity;160;4000;0.04;7200;128;3.5;SAS 12.0 Gb/s
5520;Seagate Enterprise Capacity;;8000;;7200;256;3.5;SAS 12.0 Gb/s
5521;Seagate Enterprise Capacity;199;6000;0.033;7200;256;3.5;SAS 12.0 Gb/s
5522;Seagate Nytro Enterprise;;1920;;SSD;;2.5;SATA 6.0 Gb/s
5523;Seagate Nytro Enterprise;;240;;SSD;;2.5;SATA 6.0 Gb/s
5524;Seagate Nytro Enterprise;;480;;SSD;;2.5;SATA 6.0 Gb/s
5525;Seagate Barracuda Compute;;1000;;SSD;;2.5;SATA 6.0 Gb/s
5526;Seagate Nytro Enterprise;;480;;SSD;;2.5;SATA 6.0 Gb/s
5527;Seagate Nytro Enterprise;;1920;;SSD;;2.5;SATA 6.0 Gb/s
5528;Seagate 1200.2;;3200;;SSD;;2.5;SAS 12.0 Gb/s
5529;Seagate 1200.2;;800;;SSD;;2.5;SAS 12.0 Gb/s
5530;Seagate Nytro Enterprise;;1600;;SSD;;2.5;SAS 12.0 Gb/s
5531;Seagate Nytro Enterprise;;400;;SSD;;2.5;SAS 12.0 Gb/s
5532;Seagate Nytro Enterprise;;800;;SSD;;2.5;SAS 12.0 Gb/s
5533;Seagate Enterprise Performance;125;600;0.208;10000;128;2.5;SAS 12.0 Gb/s
5534;TEAMGROUP MS30;;128;;SSD;;M.2-2242;M.2 SATA
5535;Plextor S2G;;512;;SSD;;M.2-2280;M.2 SATA
5536;Plextor M8VG;;512;;SSD;1024;M.2-2280;M.2 SATA
5537;TEAMGROUP T-Force Cardea;;1000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5538;TEAMGROUP T-Force Cardea Liquid;;512;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5539;Seagate Enterprise Capacity;;8000;;7200;256;3.5;SAS 12.0 Gb/s
5540;Seagate Enterprise Capacity;;10000;;7200;256;3.5;SATA 6.0 Gb/s
5541;Seagate Enterprise Capacity;;8000;;7200;256;3.5;SATA 6.0 Gb/s
5542;Seagate Enterprise Capacity;;8000;;7200;256;3.5;SATA 6.0 Gb/s
5543;Toshiba S300;;5000;;5400;128;3.5;SATA 6.0 Gb/s
5544;Toshiba HDEPR11GEA51;;4000;;7200;128;3.5;SATA 6.0 Gb/s
5545;SanDisk CloudSpeed Eco Gen. II;;1920;;SSD;;2.5;SATA 6.0 Gb/s
5546;Toshiba HDEPR13GEA51;;2000;;7200;64;3.5;SATA 6.0 Gb/s
5547;Toshiba HDETR11;;4000;;7200;128;3.5;SATA 6.0 Gb/s
5548;Seagate SkyHawk AI;;4000;;7200;256;3.5;SATA 6.0 Gb/s
5549;Toshiba HDETS10;;6000;;7200;;3.5;SATA 6.0 Gb/s
5550;Toshiba MG05ACA800E;364.08;8000;0.046;7200;128;3.5;SATA 6.0 Gb/s
5551;Mushkin RAW;;240;;SSD;;2.5;SATA 6.0 Gb/s
5552;Mushkin RAW;;960;;SSD;;2.5;SATA 6.0 Gb/s
5553;Mushkin RAW;;480;;SSD;;2.5;SATA 6.0 Gb/s
5554;TEAMGROUP T-Force Delta Max RGB;;500;;SSD;;2.5;SATA 6.0 Gb/s
5555;VisionTek PRO2;;500;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5556;VisionTek PRO;;120;;SSD;;2.5;SATA 6.0 Gb/s
5557;VisionTek 900831;;500;;SSD;;M.2-2280;M.2 SATA
5558;VisionTek PRO;;480;;SSD;;2.5;SATA 6.0 Gb/s
5559;VisionTek 900990;;120;;SSD;;2.5;SATA 6.0 Gb/s
5560;Seagate IronWolf NAS;;480;;SSD;;2.5;SATA 6.0 Gb/s
5561;Seagate IronWolf NAS;;960;;SSD;;2.5;SATA 6.0 Gb/s
5562;Seagate Nytro Enterprise;;960;;SSD;;2.5;SATA 6.0 Gb/s
5563;Seagate Nytro Enterprise;;960;;SSD;;2.5;SATA 6.0 Gb/s
5564;Seagate Nytro Enterprise;;1920;;SSD;;2.5;SATA 6.0 Gb/s
5565;VisionTek 900912;;512;;SSD;;M.2-2280;M.2 SATA
5566;Intel DC S4500;;240;;SSD;;2.5;SATA 6.0 Gb/s
5567;Intel DC S4500;;480;;SSD;;2.5;SATA 6.0 Gb/s
5568;Intel DC S3520;;960;;SSD;;2.5;SATA 6.0 Gb/s
5569;Intel DC S3610;;1600;;SSD;;2.5;SATA 6.0 Gb/s
5570;Hitachi Ultrastar;;6000;;7200;128;3.5;SATA 6.0 Gb/s
5571;Seagate Enterprise Capacity;;8000;;7200;256;3.5;SAS 12.0 Gb/s
5572;HP Z Turbo Drive PCIe;;256;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5573;Kingston SSDNOW DC500M;;1920;;SSD;;2.5;SATA 6.0 Gb/s
5574;Kingston SSDNOW DC500R;199.99;1920;0.104;SSD;;2.5;SATA 6.0 Gb/s
5575;Kingston SSDNOW DC500R;;3840;;SSD;;2.5;SATA 6.0 Gb/s
5576;Intel DC P4101;;512;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5577;Intel 5450s;;256;;SSD;;2.5;SATA 6.0 Gb/s
5578;Intel 320;;80;;SSD;;2.5;SATA 3.0 Gb/s
5579;Intel D3-S4510;;240;;SSD;;2.5;SATA 6.0 Gb/s
5580;Intel D3-S4510;;960;;SSD;;M.2-2280;M.2 SATA
5581;Intel D3-S4510;;480;;SSD;;M.2-2280;M.2 SATA
5582;Intel DC S3500;;160;;SSD;;2.5;SATA 6.0 Gb/s
5583;HP 1FU88AA#ABA;;512;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5584;Intel DC P4101;;1024;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5585;Intel DC S3110;;512;;SSD;;M.2-2280;M.2 SATA
5586;Intel DC S3610;;480;;SSD;;2.5;SATA 6.0 Gb/s
5587;Kingston DC500R;;960;;SSD;;2.5;SATA 6.0 Gb/s
5588;PNY XLR8 CS2311;;2000;;SSD;;2.5;SATA 6.0 Gb/s
5589;PNY XLR8 CS2311;;250;;SSD;;2.5;SATA 6.0 Gb/s
5590;PNY XLR8 CS2311;;1000;;SSD;;2.5;SATA 6.0 Gb/s
5591;V7 S6000;;1000;;SSD;;2.5;SATA 6.0 Gb/s
5592;V7 S6000;;250;;SSD;;2.5;SATA 6.0 Gb/s
5593;Hitachi Travelstar Z5K500;;500;;5400;;2.5;SATA 6.0 Gb/s
5594;SanDisk CloudSpeed Ultra Gen. II;;400;;SSD;;2.5;SATA 6.0 Gb/s
5595;Intel PRO 5450S;;512;;SSD;;2.5;SATA 6.0 Gb/s
5596;Intel DC S3110;;1024;;SSD;;2.5;SATA 6.0 Gb/s
5597;SanDisk CloudSpeed Eco Gen. II;;960;;SSD;;2.5;SATA 6.0 Gb/s
5598;Seagate ST500LM033;;500;;5400;;2.5;SATA 6.0 Gb/s
5599;Intel SSDSC2BA400G4P;;400;;SSD;;2.5;SATA 6.0 Gb/s
5600;Intel DC S4600;;240;;SSD;;2.5;SATA 6.0 Gb/s
5601;Intel DC S4500;;240;;SSD;;2.5;SATA 6.0 Gb/s
5602;Silicon Power A55;;64;;SSD;;2.5;SATA 6.0 Gb/s
5603;Kingston DC450R;;1920;;SSD;;2.5;SATA 6.0 Gb/s
5604;Kingston DC450R;;3840;;SSD;;2.5;SATA 6.0 Gb/s
5605;Kingston DC450R;136.44;480;0.284;SSD;;2.5;SATA 6.0 Gb/s
5606;V7 S6000;;1000;;SSD;;M.2-2280;M.2 SATA
5607;V7 S6000;;500;;SSD;;M.2-2280;M.2 SATA
5608;Biostar M700;;1000;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5609;Patriot VPR100 RGB;;256;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5610;Integral UltimaPro X2;;1920;;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5611;Timetec MTFDDAV480MBF;;480;;SSD;;M.2-2280;M.2 SATA
5612;Hitachi Ultrastar DC SA620;;1600;;SSD;;2.5;SATA 6.0 Gb/s
5613;Lenovo 5300;;480;;SSD;;2.5;SATA 6.0 Gb/s
5614;Lenovo 5300;;480;;SSD;;2.5;SATA 6.0 Gb/s
5615;VisionTek PRO;;500;;SSD;;2.5;SATA 6.0 Gb/s
5616;VisionTek PRO HXS;;120;;SSD;;2.5;SATA 6.0 Gb/s
5617;VisionTek PRO HXS;;512;;SSD;;2.5;SATA 6.0 Gb/s
5618;VisionTek PRO XMN;93.99;500;0.188;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5619;VisionTek PRO XPN;126.82;2000;0.063;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5620;VisionTek PRO XPN;205.15;1000;0.205;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5621;VisionTek PRO XPN;108.99;512;0.213;SSD;;M.2-2280;M.2 PCIe 3.0 X4
5622;VisionTek PRO HXS;;250;;SSD;;2.5;SATA 6.0 Gb/s
